bed,bath,acre_lot,city,house_size,price
4.0,4.0,4.72,Ridgefield,3718.0,1250000.0
3.0,2.0,0.24,Meriden,1080.0,175000.0
6.0,3.0,0.09,Providence,4339.0,449000.0
3.0,2.0,0.03,Chelsea,1035.0,537000.0
3.0,2.0,0.09,Pawtucket,1524.0,335000.0
5.0,6.0,1.28,Westport,4527.0,2750000.0
4.0,4.0,1.03,Goshen,3799.0,849000.0
3.0,3.0,0.19,Great Barrington,1876.0,649000.0
1.0,1.0,0.11,Maynard,560.0,349800.0
3.0,2.0,0.28,Portsmouth,1170.0,449000.0
3.0,2.0,2.0,Sunapee,1536.0,340000.0
5.0,3.0,8.78,Bangor,3110.0,499900.0
2.0,1.0,0.11,Springfield,744.0,130000.0
3.0,1.0,0.1,Cranston,1133.0,245000.0
3.0,2.0,0.14,Northampton,1728.0,499000.0
5.0,3.0,0.11,Newport,2592.0,699000.0
4.0,3.0,0.21,New Bedford,2336.0,390000.0
3.0,2.0,2.03,Sutton,2043.0,449900.0
3.0,2.0,0.17,Danbury,1306.0,369900.0
4.0,2.0,0.19,Hartford,1824.0,210000.0
2.0,2.0,0.28,North Adams,1322.0,179900.0
4.0,2.0,0.09,Ansonia,1440.0,279900.0
3.0,2.0,0.11,Westport,1788.0,1799000.0
3.0,1.0,0.07,Providence,800.0,225000.0
3.0,2.0,2.0,Hillsborough,1776.0,255000.0
3.0,2.0,0.23,New Haven,1785.0,295000.0
7.0,3.0,0.34,Tiverton,3119.0,349000.0
4.0,3.0,2.01,Carlisle,3279.0,1250000.0
5.0,5.0,2.5,Weston,3465.0,2200000.0
5.0,4.0,1.19,Westport,4400.0,1899000.0
2.0,2.0,0.1,Nantucket,1030.0,849995.0
3.0,2.0,0.4,Peabody,1679.0,539000.0
2.0,3.0,0.16,South Kingstown,1868.0,1595000.0
3.0,2.0,1.1,Litchfield,1232.0,449000.0
4.0,4.0,0.07,New Haven,1496.0,239900.0
4.0,2.0,0.57,Derby,2741.0,235000.0
6.0,3.0,0.11,Bridgeport,3336.0,399900.0
3.0,4.0,5.0,Bridgton,1800.0,479000.0
6.0,6.0,1.05,Easton,5300.0,1300000.0
2.0,3.0,0.23,Marstons Mills,2070.0,690000.0
3.0,2.0,0.89,Uxbridge,1873.0,429900.0
6.0,2.0,0.28,New Britain,2318.0,325000.0
5.0,3.0,0.14,Hartford,2655.0,279900.0
2.0,2.0,0.57,Westerly,1151.0,549000.0
4.0,2.0,0.23,Norwalk,1630.0,1295000.0
5.0,4.0,2.08,Mendon,4130.0,849900.0
4.0,2.0,0.18,Arlington,2869.0,899000.0
3.0,1.0,0.31,Keene,1231.0,244000.0
6.0,4.0,1.82,Cromwell,3184.0,679900.0
4.0,2.0,3.18,Pembroke,1985.0,449900.0
4.0,2.0,0.22,Middletown,1683.0,295000.0
6.0,7.0,0.31,Needham,6005.0,2985000.0
4.0,1.0,0.18,Ansonia,1387.0,250000.0
9.0,3.0,0.2,Enfield,2928.0,279500.0
5.0,4.0,0.55,West Hartford,3047.0,699900.0
3.0,2.0,4.6,Sherman,1933.0,5900000.0
4.0,3.0,1.02,New Fairfield,2620.0,659900.0
2.0,1.0,0.22,Waterbury,778.0,99900.0
3.0,2.0,0.56,Southington,1296.0,304000.0
3.0,2.0,2.99,Pittsfield,1874.0,350000.0
9.0,9.0,2.23,Westport,5394.0,1699000.0
12.0,4.0,1.05,Bristol,3952.0,485000.0
3.0,1.0,3.25,Newton,1625.0,419900.0
3.0,1.0,1.3,Monson,1674.0,290000.0
3.0,3.0,0.2,New Milford,1300.0,1495000.0
4.0,6.0,0.67,Greenwich,4147.0,4495000.0
3.0,2.0,0.92,Gilford,2049.0,385000.0
4.0,3.0,2.5,Florida,2351.0,599000.0
8.0,3.0,0.13,Woonsocket,6800.0,419900.0
3.0,3.0,1.08,Belchertown,2360.0,435000.0
3.0,2.0,0.84,Bolton,1330.0,275000.0
6.0,6.0,0.99,North Haven,4821.0,849900.0
4.0,5.0,6.1,Sherborn,4530.0,1099000.0
3.0,1.0,0.09,East Providence,1092.0,149900.0
3.0,2.0,0.17,Hartford,1800.0,224900.0
3.0,2.0,0.41,New Milford,1201.0,275000.0
4.0,3.0,0.37,Concord,2110.0,515000.0
4.0,4.0,0.2,Milford,1941.0,589000.0
3.0,3.0,0.38,North Kingstown,2376.0,689999.0
3.0,2.0,0.43,East Haven,1444.0,325000.0
3.0,2.0,0.39,Madison,1880.0,795000.0
4.0,4.0,2.17,Hampton,5066.0,1500000.0
2.0,1.0,0.23,Barrington,972.0,499000.0
4.0,3.0,0.08,West Haven,2192.0,240000.0
4.0,2.0,0.19,Ansonia,1700.0,264900.0
3.0,3.0,0.46,Yarmouth Port,3500.0,1050000.0
5.0,5.0,1.0,Westport,3323.0,2195000.0
3.0,2.0,0.97,Killingly,1288.0,279900.0
4.0,2.0,0.37,Benson,2198.0,179000.0
8.0,3.0,0.09,New Haven,3008.0,419999.0
4.0,3.0,0.98,Madison,2900.0,849000.0
3.0,2.0,0.71,Bloomfield,1875.0,389900.0
4.0,3.0,0.42,Brockton,2813.0,625000.0
2.0,2.0,0.99,Bourne,1052.0,499900.0
2.0,1.0,0.46,Baileyville,800.0,119900.0
3.0,2.0,0.13,Wallingford,1564.0,325000.0
3.0,1.0,0.62,Stoughton,1056.0,249900.0
3.0,2.0,0.73,Columbia,1436.0,285000.0
2.0,2.0,3.58,North Stonington,2324.0,694900.0
2.0,1.0,0.02,Boston,787.0,519000.0
5.0,4.0,1.7,Mashpee,5000.0,1999999.0
3.0,2.0,0.47,East Granby,1368.0,250000.0
3.0,2.0,0.36,Meriden,1666.0,335900.0
3.0,2.0,0.08,Hartford,1836.0,255000.0
4.0,1.0,0.21,Ashburnham,1235.0,280000.0
6.0,2.0,0.12,New Haven,2283.0,354900.0
4.0,4.0,0.22,Westport,3330.0,2600000.0
4.0,4.0,2.0,Granby,2371.0,475000.0
5.0,1.0,0.15,Manchester,1948.0,199900.0
2.0,2.0,0.29,Dedham,1000.0,509900.0
3.0,3.0,2.96,Tyngsborough,3808.0,899800.0
9.0,6.0,0.09,Providence,3750.0,1995999.0
4.0,2.0,0.24,Fitchburg,1740.0,359900.0
3.0,2.0,0.21,Warwick,1472.0,319000.0
4.0,4.0,0.25,Wellesley,2813.0,1575000.0
3.0,3.0,1.0,Grand Isle,2984.0,419900.0
4.0,4.0,0.7,Newburyport,3397.0,2999900.0
3.0,2.0,0.17,Hartford,1772.0,180000.0
3.0,1.0,1.02,Jaffrey,1008.0,299900.0
4.0,2.0,0.11,Bridgeport,1872.0,325000.0
3.0,2.0,0.19,Stamford,1295.0,509000.0
4.0,3.0,1.07,Newtown,3000.0,839900.0
3.0,2.0,0.23,Westerly,1389.0,429000.0
5.0,5.0,9.85,Dartmouth,13220.0,6900000.0
4.0,3.0,0.46,Edgartown,2605.0,2300000.0
4.0,3.0,0.44,Rocky Hill,2388.0,419900.0
3.0,2.0,0.56,Wolcott,1600.0,399800.0
5.0,2.0,0.24,Bloomfield,2896.0,260000.0
3.0,1.0,0.11,Westfield,1248.0,235000.0
4.0,3.0,0.87,Longmeadow,2501.0,649000.0
3.0,3.0,5.61,Lyme,3359.0,649000.0
3.0,3.0,0.67,Grafton,3176.0,574900.0
3.0,2.0,0.37,Windsor Locks,1440.0,179900.0
3.0,1.0,0.46,Johnston,1348.0,399999.0
4.0,3.0,0.26,Bridgeport,2228.0,549000.0
4.0,3.0,0.16,Vernon,2055.0,229000.0
5.0,2.0,0.54,Freetown,1872.0,474900.0
4.0,4.0,1.52,Madison,2084.0,425000.0
2.0,2.0,1.0,Medford,1347.0,589000.0
3.0,1.0,1.0,Sanford,960.0,259000.0
5.0,5.0,4.8,Guilford,4714.0,899000.0
3.0,3.0,0.01,Boston,1941.0,2795000.0
6.0,7.0,4.52,South Hadley,6250.0,1500000.0
4.0,7.0,2.08,Wilton,4978.0,1349000.0
4.0,2.0,1.16,Canaan,1674.0,275000.0
3.0,4.0,22.29,Redding,4120.0,1750000.0
4.0,2.0,0.46,Hamden,1780.0,325000.0
4.0,2.0,0.17,Waterbury,1220.0,239000.0
3.0,3.0,0.14,Woonsocket,1568.0,389900.0
5.0,3.0,19.85,Great Barrington,7000.0,2750000.0
3.0,2.0,0.22,Barre,1536.0,169000.0
3.0,3.0,0.4,Westbrook,1080.0,310000.0
2.0,1.0,0.03,Boston,1273.0,995000.0
4.0,4.0,3.01,Putnam,3230.0,525000.0
4.0,3.0,1.42,North Andover,3412.0,874900.0
3.0,1.0,0.66,Chester,1100.0,200000.0
3.0,3.0,0.7,New Ipswich,2462.0,514900.0
4.0,2.0,0.56,Thompson,1774.0,175000.0
6.0,3.0,0.13,Bridgeport,3242.0,399900.0
4.0,3.0,29.65,Montville,3252.0,529000.0
3.0,2.0,0.31,Mashpee,1330.0,489000.0
3.0,3.0,10.03,Milton,2462.0,499000.0
3.0,3.0,0.17,Narragansett,1040.0,575000.0
4.0,4.0,0.22,Madison,3071.0,1875000.0
5.0,7.0,2.96,Greenwich,5883.0,2350000.0
4.0,2.0,0.48,Vernon,1042.0,165000.0
4.0,4.0,0.42,North Andover,2318.0,599900.0
3.0,1.0,0.16,Groton,1008.0,249000.0
4.0,4.0,2.16,Madison,4004.0,1350000.0
5.0,3.0,0.31,Greenwich,2327.0,2049000.0
4.0,3.0,1.1,Goshen,2707.0,600000.0
4.0,3.0,1.04,Orleans,2169.0,775000.0
4.0,4.0,196.1,Lanesborough,3396.0,999000.0
4.0,2.0,0.09,Providence,2897.0,274900.0
3.0,3.0,0.18,Waterbury,1425.0,199000.0
4.0,4.0,0.18,Edgartown,2446.0,4200000.0
4.0,3.0,1.64,Shelton,3350.0,649888.0
8.0,5.0,0.17,New Haven,2736.0,399999.0
3.0,4.0,3.04,Amherst,2074.0,975000.0
3.0,3.0,3.1,Berlin,1350.0,399900.0
3.0,2.0,0.06,Warren,1097.0,334900.0
3.0,3.0,0.11,Fairfield,1382.0,799900.0
3.0,2.0,0.51,Sandwich,2100.0,1875000.0
4.0,4.0,2.53,Ridgefield,3485.0,1129900.0
2.0,1.0,0.08,Warwick,743.0,240000.0
4.0,2.0,0.23,Barrington,1530.0,695000.0
3.0,2.0,0.08,North Adams,1950.0,149900.0
2.0,3.0,0.1,Essex,1538.0,779000.0
4.0,3.0,1.23,Tolland,1400.0,329900.0
4.0,5.0,1.02,Granby,2396.0,500000.0
5.0,4.0,2.09,Litchfield,4612.0,2475000.0
5.0,4.0,0.22,Wilmington,2998.0,269000.0
6.0,7.0,1.87,Westport,6800.0,4299000.0
3.0,3.0,1.12,Southington,1428.0,359900.0
4.0,4.0,10.5,Sharon,3019.0,589777.0
3.0,3.0,0.12,East Providence,1905.0,950000.0
2.0,2.0,0.29,Torrington,1425.0,205000.0
8.0,4.0,0.24,Pittsfield,3344.0,169000.0
5.0,4.0,0.38,Falmouth,3909.0,1995000.0
7.0,11.0,4.42,Fairfield,9079.0,7500000.0
4.0,2.0,0.36,Waterbury,2196.0,247500.0
3.0,2.0,0.54,Burlington,1350.0,629900.0
3.0,1.0,0.18,Middletown,1435.0,259900.0
3.0,1.0,0.12,Hamden,1000.0,170000.0
4.0,4.0,0.51,South Windsor,2538.0,370000.0
3.0,2.0,0.73,Wakefield,1344.0,320000.0
3.0,3.0,10.58,New Milford,3312.0,689900.0
4.0,2.0,1.3,Williston,2650.0,439900.0
4.0,2.0,0.92,Windsor,1722.0,219900.0
4.0,2.0,0.2,Weymouth,1974.0,599000.0
5.0,5.0,0.19,Norwalk,1700.0,505000.0
6.0,6.0,1.44,Westport,5870.0,3500000.0
3.0,4.0,109.22,Upton,4770.0,4795000.0
3.0,3.0,0.92,Essex,2652.0,380000.0
4.0,2.0,0.1,Pawtucket,2866.0,349900.0
3.0,2.0,0.23,Marblehead,1600.0,739900.0
3.0,2.0,0.18,Meriden,1312.0,259900.0
8.0,6.0,5.96,Weston,4902.0,2295000.0
3.0,3.0,2.07,Salisbury,1460.0,825000.0
4.0,1.0,0.28,Bristol,1814.0,229900.0
6.0,2.0,0.33,Norwalk,2744.0,579900.0
3.0,4.0,0.27,Milford,3400.0,1250000.0
7.0,7.0,1.34,Vineyard Haven,6476.0,6950000.0
3.0,3.0,0.13,Dedham,1540.0,689000.0
3.0,2.0,1.01,Saint Albans,1152.0,184900.0
2.0,2.0,0.21,Fairfield,1520.0,425000.0
7.0,6.0,0.1,Hampton,4991.0,2400000.0
3.0,1.0,0.17,Stratford,1744.0,364900.0
3.0,3.0,0.35,Norwalk,2092.0,675000.0
4.0,2.0,3.71,Glocester,2652.0,495000.0
3.0,2.0,0.35,New Fairfield,1839.0,488500.0
5.0,4.0,2.0,Monroe,3600.0,949000.0
3.0,2.0,0.23,Templeton,1472.0,330000.0
3.0,2.0,0.07,New London,1340.0,165000.0
2.0,1.0,0.29,Meriden,1308.0,215000.0
4.0,4.0,2.07,Southbury,2700.0,685000.0
4.0,2.0,8.8,Wrentham,3281.0,10000.0
4.0,4.0,0.26,Bristol,2624.0,679000.0
4.0,3.0,0.12,Revere,2688.0,749999.0
3.0,2.0,0.47,Dover,2005.0,429000.0
3.0,1.0,0.87,Richford,1344.0,189000.0
4.0,4.0,0.46,Concord,2831.0,1365000.0
3.0,1.0,0.18,Winchester,1874.0,204900.0
5.0,2.0,0.11,Pawtucket,3816.0,200000.0
5.0,3.0,0.1,Bridgeport,3200.0,249900.0
2.0,2.0,0.2,Milford,1364.0,379900.0
3.0,2.0,1.92,New Milford,1355.0,365000.0
1.0,1.0,0.07,Warwick,640.0,214900.0
4.0,2.0,0.18,Richford,1494.0,239900.0
4.0,3.0,2.07,Newtown,1932.0,489900.0
7.0,4.0,0.18,Waterbury,3618.0,375000.0
3.0,3.0,0.88,Lincoln,2302.0,589900.0
4.0,4.0,1.01,New Canaan,3413.0,1349000.0
4.0,3.0,0.6,Cumberland,2062.0,574900.0
2.0,1.0,0.48,Egremont,1048.0,350000.0
3.0,2.0,0.53,Plymouth,1535.0,598000.0
2.0,1.0,0.22,West Yarmouth,1056.0,367500.0
8.0,4.0,0.2,Bridgeport,3310.0,699900.0
6.0,2.0,0.14,Greenwich,2123.0,875000.0
4.0,3.0,0.49,Northbridge,1888.0,549900.0
2.0,1.0,0.29,Winchester,1450.0,40000.0
5.0,3.0,0.94,Rocky Hill,3375.0,574900.0
3.0,3.0,0.47,Cheshire,2042.0,349900.0
5.0,2.0,0.07,Boston,1671.0,564900.0
4.0,5.0,1.84,Sherman,3752.0,1395000.0
4.0,2.0,0.17,Meriden,1568.0,214999.0
7.0,8.0,0.93,Westport,5415.0,3850000.0
4.0,4.0,1.1,Easton,3720.0,965000.0
3.0,2.0,0.2,Houlton,1600.0,62217.0
2.0,2.0,1.0,Westfield,1341.0,237900.0
2.0,2.0,6.0,Leverett,1779.0,389900.0
6.0,2.0,0.14,New Bedford,2428.0,449900.0
3.0,3.0,1.71,Old Lyme,3386.0,629000.0
5.0,8.0,1.38,Weston,7146.0,5795000.0
6.0,2.0,0.57,Hinsdale,2979.0,109900.0
4.0,3.0,4.52,Suffield,3589.0,979900.0
3.0,2.0,1.11,Alton,1714.0,425000.0
3.0,3.0,4.8,Columbia,1378.0,309900.0
4.0,4.0,0.52,Medway,3697.0,929900.0
4.0,3.0,1.34,Ellington,2850.0,629900.0
3.0,1.0,6.31,North Hampton,4080.0,4200000.0
3.0,3.0,5.05,Richmond,2184.0,599900.0
3.0,2.0,0.26,Winchester,1654.0,169000.0
3.0,3.0,1.08,Vernon,3277.0,529900.0
4.0,2.0,0.26,Wallingford,1695.0,364900.0
3.0,2.0,0.13,Winthrop,1392.0,739900.0
3.0,3.0,0.12,Newport,1382.0,995000.0
5.0,5.0,0.56,Laconia,4672.0,1990000.0
5.0,4.0,3.34,Easton,3271.0,789000.0
4.0,2.0,0.13,Fairfield,2334.0,645000.0
3.0,2.0,0.34,Brockton,1900.0,525000.0
3.0,4.0,0.35,Sagamore Beach,4616.0,899900.0
3.0,2.0,1.1,Wiscasset,1152.0,319900.0
6.0,3.0,0.18,Derry,2130.0,354999.0
2.0,1.0,0.49,Avon,1024.0,239000.0
3.0,2.0,0.22,Hamden,1248.0,289900.0
4.0,3.0,0.35,Windsor Locks,1952.0,390000.0
4.0,5.0,1.19,Newport,7090.0,6000000.0
5.0,5.0,20.2,Shaftsbury,5920.0,899000.0
3.0,3.0,0.2,Malden,1500.0,649995.0
3.0,3.0,2.19,New Ipswich,1912.0,549900.0
4.0,3.0,0.23,Rochester,3638.0,485000.0
3.0,3.0,68.0,Chichester,2348.0,949900.0
3.0,2.0,2.9,Gloucester,1578.0,588000.0
3.0,2.0,0.19,Norwalk,1412.0,495000.0
3.0,2.0,0.23,Wellesley,1521.0,985000.0
3.0,4.0,1.0,Pelham,2717.0,749900.0
3.0,1.0,0.58,East Hartford,1002.0,75000.0
2.0,2.0,0.1,Oxford,771.0,299900.0
3.0,2.0,0.16,West Hartford,1200.0,319000.0
12.0,3.0,0.15,Springfield,3902.0,369900.0
3.0,2.0,0.05,Stonington,1332.0,879000.0
6.0,4.0,0.17,Manchester,2680.0,214900.0
3.0,2.0,0.29,East Haven,960.0,229900.0
7.0,3.0,0.09,Providence,4024.0,499000.0
4.0,2.0,0.14,Cohasset,2241.0,969000.0
3.0,2.0,2.8,Shrewsbury,1909.0,225000.0
5.0,2.0,0.22,Southington,1817.0,250000.0
3.0,3.0,0.49,Worcester,6188.0,532000.0
2.0,1.0,0.14,Manchester,725.0,189900.0
3.0,2.0,0.07,Providence,1123.0,269900.0
4.0,4.0,4.9,Dover,3900.0,895000.0
3.0,2.0,0.7,Groton,1568.0,325000.0
2.0,2.0,0.14,Bridgeport,882.0,259900.0
3.0,2.0,0.14,West Warwick,1148.0,199900.0
6.0,6.0,1.36,Shelton,5299.0,629900.0
4.0,4.0,35.0,Sharon,3516.0,2675000.0
4.0,4.0,0.34,Hamden,2331.0,499900.0
4.0,2.0,0.24,New Milford,2209.0,895000.0
4.0,3.0,1.0,Portsmouth,3516.0,1395000.0
3.0,3.0,0.17,Warwick,1824.0,451000.0
4.0,4.0,0.96,Tyngsborough,2744.0,785000.0
4.0,3.0,0.77,Vernon,2663.0,399000.0
3.0,2.0,0.48,East Falmouth,1238.0,525000.0
3.0,2.0,0.5,Lisbon,1170.0,309900.0
2.0,1.0,0.2,Cranston,1240.0,329900.0
3.0,4.0,0.32,Brookfield,1976.0,450000.0
2.0,2.0,0.31,Barrington,1239.0,479000.0
4.0,3.0,1.7,Bethel,2364.0,475000.0
4.0,4.0,0.48,Marion,2523.0,895000.0
3.0,2.0,0.15,Dennis Port,982.0,495000.0
3.0,3.0,0.44,New Seabury,2225.0,985000.0
3.0,3.0,0.13,Rochester,1592.0,369900.0
4.0,3.0,0.42,New Haven,3194.0,459000.0
3.0,2.0,1.61,Litchfield,1389.0,359900.0
2.0,4.0,0.12,Oak Bluffs,3076.0,2750000.0
3.0,1.0,0.23,West Warwick,1620.0,299999.0
3.0,3.0,0.71,Haverhill,1674.0,499900.0
4.0,3.0,0.4,Boston,2314.0,1199999.0
4.0,2.0,0.35,Winchester,2682.0,1398000.0
4.0,2.0,0.12,East Hartford,1972.0,219900.0
3.0,1.0,0.28,Enfield,968.0,260000.0
4.0,4.0,1.84,Danbury,4038.0,1150000.0
2.0,1.0,0.45,Waterbury,1165.0,229900.0
4.0,2.0,0.13,Norwalk,1488.0,299900.0
3.0,3.0,0.25,East Haven,1514.0,389900.0
9.0,3.0,0.14,Hartford,3450.0,329900.0
2.0,2.0,0.4,Portland,1569.0,319000.0
3.0,2.0,0.06,Waterbury,1078.0,189900.0
3.0,2.0,0.48,Woodbury,1539.0,374000.0
3.0,3.0,0.49,Groton,2566.0,835000.0
4.0,3.0,0.2,Fairhaven,2488.0,780000.0
6.0,7.0,1.3,Little Compton,8972.0,3995000.0
4.0,4.0,0.7,Old Lyme,3738.0,1250000.0
3.0,2.0,0.16,Stamford,1593.0,587000.0
2.0,2.0,0.11,Cranston,966.0,240000.0
4.0,2.0,0.13,Windham,1904.0,169900.0
33.0,15.0,89.0,Lenox,20821.0,12500000.0
3.0,3.0,9.38,Northborough,2784.0,684900.0
3.0,2.0,0.19,Winchester,2005.0,175000.0
3.0,2.0,0.4,Merrimack,2626.0,519900.0
3.0,3.0,0.94,Danbury,2146.0,565000.0
2.0,3.0,12.0,Newport,2750.0,3195000.0
5.0,4.0,0.66,East Lyme,3151.0,819900.0
4.0,2.0,0.26,Derby,2448.0,290000.0
3.0,2.0,10.73,Addison,1296.0,328000.0
5.0,6.0,1.33,Greenwich,5725.0,5200000.0
4.0,3.0,0.45,Waterville,2944.0,399900.0
5.0,3.0,2.76,Lincoln,3487.0,1295000.0
3.0,2.0,0.2,Weston,1518.0,399000.0
8.0,7.0,0.12,Bridgeport,2720.0,399000.0
5.0,4.0,1.01,Sterling,3196.0,785000.0
4.0,3.0,0.41,Easthampton,2590.0,579900.0
4.0,2.0,0.13,New Britain,2912.0,240000.0
4.0,3.0,2.91,Warren,3544.0,899000.0
4.0,3.0,3.19,Glocester,4292.0,760000.0
3.0,2.0,0.22,Waterbury,1470.0,239900.0
3.0,1.0,0.08,Cumberland,1200.0,275000.0
5.0,2.0,0.36,Brandon,2003.0,198000.0
4.0,3.0,1.4,Southbury,2268.0,519900.0
4.0,2.0,0.66,Seekonk,2085.0,499000.0
4.0,3.0,0.94,Shelton,1614.0,619900.0
3.0,3.0,0.36,East Hartford,1274.0,329900.0
4.0,3.0,0.47,Westport,1924.0,1250000.0
5.0,3.0,0.13,Malden,3300.0,874900.0
4.0,3.0,1.25,Marlborough,2124.0,319900.0
4.0,4.0,0.47,Holden,2424.0,699900.0
3.0,2.0,0.14,Portland,2027.0,695000.0
3.0,2.0,0.23,Scituate,1746.0,674900.0
4.0,3.0,0.6,Southington,2726.0,374000.0
3.0,3.0,0.8,North Haven,2816.0,510000.0
3.0,2.0,0.46,Sharon,1628.0,600000.0
5.0,6.0,1.0,Middletown,4885.0,3645000.0
4.0,2.0,0.16,Groton,1790.0,309900.0
3.0,2.0,0.34,Warren,1638.0,465000.0
3.0,3.0,1.52,Burlington,1402.0,449600.0
10.0,5.0,0.16,Barre,4026.0,300000.0
4.0,3.0,1.18,Newtown,3321.0,700000.0
3.0,2.0,0.23,Laconia,1380.0,430000.0
4.0,2.0,0.46,Danvers,2255.0,685000.0
3.0,2.0,4.8,Pomfret,3182.0,395900.0
4.0,2.0,0.29,Westborough,2317.0,675000.0
3.0,2.0,0.14,Fairfield,1350.0,489900.0
3.0,1.0,12.0,Burnham,1740.0,230000.0
4.0,2.0,0.32,Waterbury,1503.0,249000.0
3.0,2.0,0.4,Rehoboth,1609.0,297000.0
4.0,2.0,0.22,Fairfield,1440.0,499000.0
3.0,3.0,1.55,Medway,3024.0,979900.0
4.0,5.0,4.0,Woodbury,4244.0,799900.0
3.0,3.0,0.29,East Hartford,1270.0,275000.0
4.0,2.0,0.31,Bristol,1890.0,175900.0
3.0,2.0,0.11,Swampscott,1757.0,679000.0
3.0,1.0,0.11,South Portland,922.0,325000.0
3.0,2.0,1.35,Madison,1876.0,459000.0
3.0,2.0,1.3,Mansfield,1144.0,299000.0
4.0,3.0,3.35,Barkhamsted,2626.0,556000.0
4.0,5.0,0.51,Portsmouth,2711.0,2895000.0
4.0,3.0,1.41,New Milford,2588.0,495000.0
4.0,3.0,0.66,Dalton,3943.0,325000.0
3.0,2.0,0.5,Westfield,1688.0,329000.0
4.0,3.0,1.69,Rochester,3196.0,495000.0
3.0,2.0,0.38,South Windsor,1284.0,389900.0
3.0,2.0,0.11,Providence,1683.0,139900.0
4.0,2.0,0.06,Franklin,2117.0,265000.0
3.0,2.0,1.18,Ledyard,1283.0,325000.0
3.0,2.0,1.0,Centerville,1697.0,679900.0
4.0,3.0,0.55,Farmington,3508.0,799900.0
3.0,1.0,0.27,Bennington,1475.0,135000.0
4.0,1.0,0.08,Beverly,1846.0,459000.0
3.0,2.0,0.13,New Haven,1110.0,225000.0
2.0,3.0,0.33,South Chatham,1040.0,700000.0
3.0,3.0,0.18,West Warwick,1098.0,389000.0
3.0,3.0,0.13,Bristol,1470.0,475000.0
6.0,3.0,0.2,Waterbury,4878.0,335000.0
4.0,4.0,1.19,Stamford,3128.0,799000.0
3.0,1.0,0.48,Branford,1558.0,850000.0
4.0,2.0,0.1,Keene,1764.0,229000.0
4.0,4.0,1.0,New Milford,3695.0,669000.0
3.0,2.0,3.02,Tolland,1735.0,279900.0
5.0,4.0,2.96,Vineyard Haven,3198.0,4800000.0
3.0,1.0,0.53,Grafton,800.0,169900.0
3.0,1.0,0.17,Bennington,1144.0,154900.0
3.0,2.0,0.23,Billerica,1600.0,489900.0
3.0,3.0,4.36,Guilford,2868.0,628000.0
4.0,3.0,0.19,West Hartford,2621.0,629000.0
3.0,2.0,0.12,West Haven,1352.0,239900.0
3.0,1.0,0.32,Kingston,864.0,429000.0
3.0,3.0,0.27,Plainfield,1368.0,335000.0
5.0,6.0,0.52,New Canaan,4865.0,2295000.0
3.0,2.0,0.7,Hillsborough,1860.0,329900.0
4.0,3.0,0.19,Hamden,1324.0,339999.0
3.0,1.0,0.21,East Haven,989.0,245000.0
4.0,5.0,4.3,Brookfield,5340.0,1995000.0
5.0,9.0,2.17,Weston,8809.0,8499000.0
4.0,2.0,0.07,Winthrop,1536.0,699000.0
1.0,1.0,0.41,Tiverton,852.0,150000.0
5.0,3.0,0.86,Simsbury,1768.0,400000.0
3.0,2.0,0.11,Meriden,1224.0,239900.0
3.0,3.0,1.18,East Haven,1730.0,535000.0
3.0,2.0,0.51,Vineyard Haven,1534.0,825000.0
3.0,3.0,0.7,Ellington,2679.0,499900.0
7.0,6.0,0.09,New Bedford,5608.0,459000.0
3.0,4.0,0.2,Suffield,1286.0,375000.0
3.0,2.0,0.24,Naugatuck,1389.0,269900.0
5.0,4.0,49.97,Mansfield,4273.0,1200000.0
4.0,2.0,0.08,Providence,3703.0,299900.0
3.0,2.0,0.71,New Milford,1490.0,459900.0
3.0,3.0,0.11,North Kingstown,1793.0,600000.0
3.0,2.0,0.24,West Haven,1100.0,329000.0
5.0,5.0,0.91,Greenwich,4266.0,2300000.0
4.0,4.0,0.93,Shelton,3348.0,989000.0
4.0,1.0,1.06,Holyoke,1243.0,279900.0
4.0,2.0,0.24,Branford,2013.0,509000.0
3.0,3.0,0.11,Shelton,1956.0,459900.0
4.0,4.0,1.5,Pelham,4366.0,875000.0
4.0,3.0,0.11,Stamford,1458.0,529800.0
12.0,7.0,0.2,Waterbury,4029.0,225000.0
7.0,5.0,0.38,Fitchburg,4854.0,299900.0
3.0,4.0,0.54,Mashpee,4444.0,1299000.0
6.0,2.0,0.09,Norwood,2089.0,499900.0
4.0,5.0,1.34,Wrentham,4965.0,1188000.0
4.0,2.0,0.22,Pittsfield,1870.0,159900.0
6.0,4.0,2.0,Detroit,2750.0,269900.0
1.0,1.0,0.4,Barre,634.0,65000.0
4.0,2.0,1.7,Ansonia,1480.0,395000.0
2.0,1.0,0.13,Seymour,1085.0,219999.0
9.0,5.0,2.68,Manchester,5496.0,749900.0
4.0,5.0,1.18,Norwell,2508.0,1049000.0
5.0,5.0,2.73,Westport,6856.0,2999000.0
4.0,3.0,1.0,Tewksbury,2128.0,664900.0
6.0,7.0,2.28,Weston,12544.0,6250000.0
3.0,3.0,1.6,Addison,1664.0,575000.0
2.0,2.0,17.48,Newton,1285.0,829000.0
2.0,2.0,0.26,Bristol,1178.0,239900.0
4.0,3.0,0.34,Falmouth,2092.0,1075000.0
5.0,3.0,0.11,Meriden,1730.0,159900.0
13.0,7.0,0.2,Adams,4233.0,324900.0
3.0,2.0,0.41,Wellfleet,1512.0,1050000.0
