bed,bath,acre_lot,city,house_size,price
2.0,1.0,0.34,Bloomfield,1025.0,160000.0
3.0,2.0,0.11,East Providence,1176.0,310000.0
2.0,1.0,50.0,Isle La Motte,840.0,749000.0
5.0,3.0,4.94,Houlton,2821.0,289900.0
3.0,2.0,0.13,Stamford,2297.0,749000.0
4.0,2.0,0.06,Bridgeport,1152.0,239500.0
4.0,2.0,0.24,Wallingford,1581.0,365900.0
2.0,2.0,0.08,Norwich,1042.0,189000.0
3.0,3.0,0.43,Berlin,2043.0,350000.0
3.0,2.0,3.82,New Fairfield,2061.0,649900.0
3.0,2.0,0.11,Watertown,1248.0,200000.0
2.0,3.0,9.0,West Yarmouth,1260.0,374000.0
6.0,3.0,0.09,Pawtucket,4822.0,399900.0
1.0,2.0,0.02,Boston,1001.0,899000.0
3.0,2.0,0.25,Rutland,1012.0,175000.0
2.0,1.0,0.11,Shelton,804.0,297000.0
3.0,2.0,1.54,Saint Johnsbury,1773.0,249000.0
4.0,4.0,1.22,Stamford,4500.0,1649000.0
4.0,2.0,0.2,Stratford,2280.0,199900.0
3.0,8.0,0.07,Fall River,2772.0,499900.0
5.0,5.0,0.53,Cranston,3720.0,809900.0
3.0,1.0,0.18,Meriden,962.0,149900.0
4.0,2.0,0.23,Rutland,2280.0,139900.0
5.0,5.0,1.0,Stamford,4982.0,1400000.0
3.0,1.0,0.34,Waterford,1282.0,259900.0
3.0,2.0,0.27,West Warwick,1104.0,349900.0
1.0,1.0,0.11,Old Lyme,656.0,259900.0
4.0,4.0,1.0,Stamford,3987.0,975000.0
4.0,4.0,6.09,Salisbury,3311.0,1795000.0
5.0,2.0,0.1,Bristol,3312.0,499000.0
7.0,4.0,0.22,Lawrence,2484.0,498000.0
3.0,2.0,0.36,Tiverton,1805.0,415000.0
3.0,3.0,0.18,Danbury,1242.0,409000.0
5.0,5.0,0.28,Newton,2952.0,1500000.0
9.0,8.0,1.33,Manchester,5904.0,649900.0
5.0,6.0,1.12,Westport,4000.0,3495000.0
3.0,2.0,0.26,Portsmouth,1056.0,485000.0
4.0,5.0,1.5,Bloomfield,3004.0,650000.0
5.0,2.0,0.17,Enfield,1980.0,289000.0
3.0,3.0,0.11,Middlefield,2076.0,575000.0
4.0,2.0,0.11,West Hartford,2156.0,408999.0
6.0,3.0,0.66,Stonington,2959.0,1695000.0
3.0,3.0,2.09,Douglas,1944.0,474900.0
4.0,4.0,23.94,Roxbury,3623.0,2485000.0
2.0,3.0,0.5,North Haven,1452.0,339900.0
4.0,2.0,0.13,Providence,1662.0,365000.0
9.0,3.0,0.08,Providence,4303.0,399000.0
4.0,3.0,0.41,Naugatuck,3043.0,479900.0
4.0,2.0,0.92,Granby,1982.0,350000.0
4.0,4.0,0.47,Grafton,2784.0,500000.0
5.0,3.0,13.39,Ludlow,3545.0,685000.0
3.0,1.0,1.3,Columbia,1080.0,279900.0
2.0,1.0,0.26,Enfield,1078.0,249900.0
4.0,2.0,0.13,Torrington,1637.0,225000.0
4.0,5.0,0.94,Nantucket,2510.0,2999000.0
4.0,5.0,0.9,Needham,5600.0,2595000.0
4.0,1.0,0.3,Rockland,1835.0,459900.0
4.0,2.0,0.16,Milford,1882.0,459900.0
4.0,2.0,0.21,East Providence,2412.0,375000.0
3.0,2.0,0.49,Plymouth,1558.0,474900.0
3.0,3.0,4.01,Pomfret,1791.0,465000.0
5.0,5.0,2.48,Greenwich,5612.0,2495000.0
3.0,2.0,0.46,Dartmouth,1050.0,459900.0
5.0,9.0,2.0,Westport,7193.0,3995000.0
2.0,1.0,0.26,Burlington,1728.0,339900.0
7.0,4.0,0.83,North Haven,2020.0,550000.0
3.0,2.0,0.35,Bristol,922.0,269900.0
4.0,3.0,3.46,East Hampton,2726.0,459000.0
5.0,4.0,0.24,Melrose,2978.0,1149000.0
3.0,3.0,0.28,Manchester,2388.0,415000.0
6.0,6.0,5.62,New Milford,7000.0,1250000.0
4.0,2.0,0.18,Lynn,1755.0,539900.0
4.0,3.0,0.43,Stratford,2382.0,600000.0
2.0,1.0,0.26,Waterford,1484.0,325000.0
3.0,2.0,0.21,Darien,1440.0,1050000.0
3.0,3.0,3.88,Kent,2488.0,620000.0
4.0,3.0,4.08,Little Compton,2583.0,985000.0
3.0,2.0,0.62,Thomaston,1596.0,324900.0
2.0,1.0,0.1,Fairfield,941.0,399000.0
3.0,1.0,0.11,Waterbury,1326.0,179900.0
4.0,2.0,0.59,Glastonbury,1972.0,399999.0
5.0,2.0,0.46,Somersworth,2366.0,419000.0
3.0,4.0,0.78,Grantham,3411.0,899017.0
6.0,5.0,2.08,New Canaan,5185.0,2995000.0
6.0,5.0,2.7,Orford,4650.0,1850000.0
6.0,2.0,0.63,East Lyme,2478.0,414500.0
3.0,2.0,0.93,Harwich,1928.0,785000.0
4.0,2.0,0.16,East Hartford,1403.0,245900.0
3.0,2.0,1.9,Canaan,1523.0,285000.0
6.0,4.0,0.17,Boston,3480.0,1100000.0
4.0,2.0,1.0,East Providence,2815.0,425000.0
3.0,2.0,5.13,Pittsburg,1680.0,319000.0
5.0,3.0,0.28,Winchendon,2906.0,415000.0
6.0,8.0,2.95,Weston,6962.0,2495000.0
4.0,3.0,0.36,Yarmouth,2544.0,700000.0
2.0,1.0,1.0,Guilford,1116.0,249000.0
3.0,2.0,0.19,Fall River,2060.0,459000.0
3.0,3.0,0.23,Holliston,1722.0,565000.0
4.0,3.0,0.92,Windsor,1960.0,359900.0
4.0,5.0,1.06,Stamford,4141.0,1299000.0
3.0,3.0,0.58,Fairfield,1335.0,799000.0
3.0,1.0,0.05,Old Orchard Beach,864.0,350000.0
3.0,2.0,1.28,Columbia,1882.0,314999.0
2.0,1.0,0.5,Sprague,935.0,189900.0
4.0,1.0,0.15,Rocky Hill,1436.0,309900.0
7.0,3.0,0.21,Burlington,3075.0,495000.0
6.0,8.0,2.01,Greenwich,8111.0,15750000.0
3.0,2.0,0.14,Cumberland,863.0,325000.0
3.0,2.0,0.06,Manchester,1703.0,369900.0
5.0,4.0,2.5,Rye,5200.0,1895000.0
4.0,2.0,0.19,Manchester,1080.0,115000.0
4.0,2.0,0.42,Plymouth,2359.0,399500.0
4.0,3.0,0.47,Fairfield,2168.0,820000.0
2.0,1.0,0.9,Hopkinton,1054.0,299000.0
3.0,2.0,0.37,West Springfield,1269.0,299900.0
3.0,3.0,0.29,Windsor,2402.0,269000.0
6.0,4.0,0.14,Pawtucket,2155.0,425000.0
3.0,2.0,0.86,Eastham,1656.0,699000.0
4.0,3.0,1.11,Norwalk,1360.0,989000.0
4.0,5.0,0.23,Newport City,2489.0,300000.0
3.0,1.0,0.13,Quincy,1248.0,465000.0
6.0,3.0,0.08,Everett,2288.0,929000.0
4.0,2.0,0.13,Quincy,2557.0,799900.0
2.0,1.0,0.5,Northampton,1072.0,399999.0
3.0,3.0,0.98,Ellington,1800.0,344900.0
4.0,3.0,1.52,Southbury,2442.0,554000.0
2.0,2.0,0.0,Tewksbury,1469.0,379900.0
2.0,1.0,0.46,Brewster,1244.0,407000.0
4.0,3.0,1.1,Mansfield,1916.0,329000.0
3.0,3.0,0.35,Berlin,1722.0,449000.0
4.0,3.0,2.06,Wilton,3495.0,1169000.0
3.0,2.0,0.69,Waterford,1600.0,165900.0
5.0,5.0,0.21,Newton,4959.0,2349000.0
6.0,3.0,0.29,Manchester,2808.0,279900.0
3.0,3.0,1.0,East Haddam,1999.0,469000.0
3.0,2.0,15.0,Mount Vernon,1500.0,249900.0
4.0,2.0,0.12,Waterbury,2203.0,199900.0
3.0,2.0,0.27,Clinton,1882.0,309000.0
3.0,1.0,0.94,Sterling,1152.0,259625.0
2.0,1.0,0.25,Harwinton,894.0,339900.0
4.0,1.0,0.18,Essex,1588.0,355000.0
3.0,3.0,0.07,Providence,3106.0,425000.0
7.0,3.0,0.15,New Britain,3453.0,284900.0
3.0,2.0,0.15,Mashpee,812.0,839500.0
2.0,2.0,0.46,Westbrook,2020.0,519000.0
5.0,6.0,1.8,Exeter,8156.0,2350000.0
5.0,5.0,0.28,Shirley,2300.0,659000.0
4.0,2.0,0.31,Windsor Locks,1584.0,199900.0
3.0,2.0,0.13,New Haven,1610.0,169900.0
4.0,2.0,2.0,Greene,2600.0,275000.0
3.0,2.0,1.48,Tolland,2125.0,274900.0
2.0,1.0,0.37,Waterbury,932.0,74900.0
3.0,2.0,0.35,Bristol,1297.0,219900.0
3.0,3.0,1.04,Belmont,3232.0,495000.0
3.0,1.0,0.16,Stratford,1296.0,325000.0
7.0,4.0,0.1,Provincetown,3041.0,2999000.0
4.0,3.0,1.01,Tyngsborough,2498.0,739900.0
6.0,4.0,2.68,New Canaan,3496.0,1899000.0
5.0,3.0,0.65,Vernon,1867.0,260000.0
4.0,2.0,0.75,Enfield,1768.0,309900.0
3.0,1.0,0.16,New London,1056.0,260000.0
3.0,2.0,0.91,Fairhaven,2184.0,1175000.0
2.0,1.0,0.91,Bethlehem,924.0,175000.0
3.0,4.0,0.16,Middletown,2895.0,415000.0
5.0,4.0,2.73,Fairfield,5749.0,2250000.0
3.0,2.0,1.52,Danville,1824.0,519900.0
4.0,3.0,0.19,Naugatuck,2176.0,299900.0
3.0,1.0,0.22,North Providence,960.0,300000.0
3.0,2.0,1.87,Clinton,2264.0,299000.0
3.0,1.0,0.26,Newington,1290.0,269000.0
2.0,1.0,0.4,West Yarmouth,1164.0,400000.0
3.0,2.0,0.62,North Reading,1398.0,549900.0
3.0,2.0,0.46,Cranston,2008.0,549000.0
3.0,1.0,0.11,West Warwick,1400.0,289900.0
3.0,4.0,3.38,Colchester,2000.0,375000.0
4.0,4.0,8.16,Newtown,2579.0,679000.0
4.0,3.0,0.25,Wilmington,2268.0,575000.0
3.0,2.0,1.9,Avon,2440.0,399900.0
4.0,5.0,3.97,Barre,5023.0,849900.0
6.0,4.0,0.11,Waterbury,2289.0,269900.0
8.0,3.0,0.48,North Smithfield,4479.0,599900.0
3.0,2.0,0.14,Springfield,1799.0,299000.0
3.0,2.0,0.56,Marstons Mills,1487.0,595000.0
5.0,2.0,0.61,Grafton,1892.0,350000.0
8.0,8.0,0.92,Simsbury,4951.0,725000.0
6.0,3.0,0.11,Waterbury,3204.0,249900.0
2.0,2.0,0.7,Glastonbury,908.0,250000.0
2.0,1.0,0.07,Cranston,960.0,289000.0
6.0,3.0,0.17,New Britain,4184.0,350000.0
3.0,2.0,0.11,Springfield,1542.0,269900.0
2.0,2.0,2.02,Lebanon,1608.0,399000.0
6.0,5.0,1.09,Douglas,5019.0,879000.0
4.0,3.0,0.87,Guilford,3118.0,542900.0
4.0,2.0,0.12,Ansonia,2023.0,275000.0
3.0,2.0,0.23,East Falmouth,1138.0,675000.0
4.0,3.0,0.3,Johnston,1912.0,399900.0
2.0,1.0,0.21,Norwalk,948.0,365000.0
4.0,3.0,3.36,Barton,2686.0,285000.0
2.0,1.0,0.19,Danbury,1560.0,325000.0
4.0,4.0,2.19,Epping,3203.0,899900.0
5.0,6.0,0.74,Newton,6119.0,4499000.0
3.0,3.0,0.11,Bridgeport,1326.0,299900.0
8.0,4.0,0.08,New Bedford,2701.0,344900.0
2.0,1.0,0.19,Warwick,853.0,324900.0
4.0,4.0,1.26,Prospect,3284.0,499000.0
4.0,4.0,2.16,New Boston,3086.0,725000.0
3.0,2.0,0.1,Arlington,1599.0,959000.0
4.0,3.0,1.94,Ridgefield,1440.0,675000.0
4.0,3.0,0.25,Camden,2401.0,1050000.0
3.0,2.0,0.11,Norwich,1838.0,99000.0
7.0,2.0,0.51,Pittsfield,3271.0,219000.0
4.0,3.0,0.57,Wakefield,2375.0,999999.0
6.0,2.0,0.15,Caribou,1368.0,85000.0
3.0,2.0,0.52,Prospect,1514.0,299900.0
6.0,3.0,0.11,Stamford,2292.0,599999.0
3.0,1.0,0.19,Warwick,1572.0,400000.0
3.0,2.0,0.26,West Hartford,1768.0,369900.0
3.0,3.0,5.0,Cumberland,3099.0,815000.0
4.0,4.0,2.29,West Greenwich,2868.0,639000.0
5.0,3.0,0.07,Cambridge,2349.0,1080000.0
2.0,1.0,0.15,Waterbury,1581.0,108999.0
2.0,2.0,0.12,Bristol,1233.0,229900.0
3.0,1.0,0.18,Portsmouth,988.0,399900.0
4.0,4.0,2.42,Somers,2692.0,580000.0
4.0,3.0,0.22,Beacon Falls,1992.0,410000.0
5.0,6.0,0.28,Westport,3400.0,2495000.0
4.0,1.0,0.17,Naugatuck,1080.0,259900.0
4.0,2.0,0.15,Providence,4256.0,425000.0
3.0,1.0,0.17,Pembroke,1163.0,319000.0
3.0,3.0,0.62,Southington,1228.0,314900.0
3.0,2.0,0.31,Bennington,1328.0,229900.0
3.0,1.0,0.15,West Warwick,1096.0,299900.0
3.0,4.0,0.11,Fairfield,1896.0,589000.0
2.0,1.0,0.11,East Haven,1000.0,310000.0
4.0,3.0,0.73,Bloomfield,2648.0,540000.0
3.0,1.0,0.46,Southington,1200.0,299999.0
3.0,1.0,0.72,Tolland,1188.0,270000.0
3.0,1.0,0.42,Branford,1132.0,261000.0
3.0,1.0,0.15,Cranston,960.0,298500.0
7.0,9.0,0.57,Newton,9000.0,6249000.0
5.0,4.0,2.0,Darien,4850.0,2395000.0
4.0,4.0,2.72,Southbury,2592.0,499900.0
3.0,2.0,0.5,Woodstock,1542.0,595000.0
3.0,3.0,2.01,Easton,2300.0,849900.0
2.0,2.0,0.26,Avon,1050.0,219900.0
4.0,2.0,0.2,Meriden,1364.0,259900.0
6.0,6.0,0.32,Newton,5224.0,2750000.0
3.0,2.0,0.35,Bristol,1190.0,350000.0
4.0,3.0,0.24,Greenwich,1871.0,1975000.0
2.0,2.0,0.16,Norwalk,881.0,339200.0
2.0,2.0,0.11,Worcester,1176.0,209900.0
4.0,2.0,0.18,New Britain,1994.0,209900.0
4.0,3.0,2.78,Montville,2832.0,515000.0
3.0,2.0,0.48,Wells,1602.0,360000.0
4.0,5.0,0.92,Seekonk,4178.0,1700000.0
7.0,6.0,0.08,Lynn,3963.0,759900.0
3.0,2.0,0.33,Montague,1770.0,266000.0
4.0,3.0,0.14,Waterbury,2430.0,185000.0
2.0,2.0,0.26,Manchester,1314.0,315000.0
3.0,2.0,0.17,Falmouth,1463.0,520000.0
3.0,2.0,0.33,Stratford,1152.0,229999.0
3.0,2.0,0.31,Bristol,1137.0,239900.0
4.0,3.0,1.13,Ipswich,2264.0,819900.0
3.0,1.0,0.78,Killingly,1550.0,280000.0
4.0,2.0,0.19,Meriden,2099.0,128000.0
6.0,3.0,0.14,Pawtucket,4138.0,499000.0
6.0,2.0,0.11,Providence,1963.0,359900.0
4.0,3.0,2.55,Putney,2712.0,825000.0
3.0,1.0,0.05,North Providence,1028.0,254900.0
3.0,2.0,0.15,Stamford,1232.0,550000.0
3.0,1.0,0.31,Milford,1165.0,343000.0
4.0,2.0,0.2,Hartford,2686.0,289900.0
4.0,4.0,2.12,Ridgefield,4364.0,1290000.0
5.0,5.0,0.66,Westport,5077.0,2600000.0
4.0,5.0,0.63,Farmington,3570.0,749900.0
5.0,2.0,0.19,Milford,1941.0,2420000.0
2.0,1.0,0.3,Laconia,863.0,269000.0
6.0,7.0,0.5,Riverside,8221.0,4825000.0
3.0,1.0,0.08,Providence,1166.0,279900.0
3.0,3.0,0.03,Boston,1540.0,749900.0
4.0,1.0,0.41,Wolfeboro,1495.0,412000.0
2.0,1.0,0.19,Portland,1128.0,225000.0
3.0,2.0,0.35,Warwick,1512.0,329900.0
3.0,2.0,0.38,Meriden,2074.0,369900.0
6.0,7.0,2.0,New Canaan,7650.0,4595000.0
3.0,2.0,0.54,Littleton,1724.0,328000.0
5.0,4.0,3.4,Suffield,3927.0,1350000.0
4.0,4.0,1.68,Woodbury,3700.0,899900.0
4.0,4.0,1.54,Wolcott,3679.0,509900.0
4.0,2.0,0.26,Newington,1645.0,299999.0
4.0,3.0,0.57,Simsbury,2022.0,400000.0
5.0,5.0,1.37,Stamford,3744.0,2189000.0
3.0,4.0,0.56,Sandwich,2788.0,675000.0
3.0,1.0,0.27,Newington,1142.0,249900.0
2.0,2.0,0.04,Amesbury,1713.0,799000.0
4.0,3.0,0.17,Needham,2900.0,1659000.0
3.0,2.0,2.6,Oxford,2256.0,425000.0
3.0,2.0,1.27,Canterbury,1132.0,349900.0
4.0,2.0,0.44,South Windsor,2272.0,329900.0
3.0,2.0,0.23,Cromwell,1303.0,289000.0
4.0,3.0,0.65,Amherst,3465.0,865000.0
3.0,2.0,0.29,Groton,1002.0,248900.0
3.0,3.0,0.59,Fairfield,1430.0,795000.0
4.0,4.0,4.09,Hollis,4898.0,899900.0
3.0,1.0,0.17,Worcester,1500.0,339900.0
3.0,2.0,0.11,Sandwich,1364.0,669000.0
6.0,2.0,0.06,Torrington,2362.0,186900.0
3.0,3.0,0.5,Prospect,1340.0,349000.0
3.0,1.0,0.06,Enfield,1209.0,189900.0
3.0,2.0,14.4,New Canada,1789.0,479900.0
6.0,4.0,0.21,Bridgeport,3242.0,459900.0
3.0,3.0,0.28,Randolph,1968.0,599999.0
4.0,4.0,0.74,Avon,3400.0,699900.0
3.0,1.0,0.22,Naugatuck,912.0,224000.0
3.0,3.0,1.5,Canton,2075.0,359900.0
4.0,4.0,0.62,Burlington,4297.0,1799900.0
5.0,5.0,1.05,Milton,4711.0,1599000.0
3.0,2.0,0.28,Montville,1080.0,289900.0
6.0,2.0,1.03,Ansonia,2250.0,324900.0
5.0,5.0,1.2,Simsbury,3856.0,799900.0
3.0,2.0,1.02,New Milford,1728.0,430000.0
4.0,2.0,2.05,Gardiner,2020.0,325000.0
8.0,2.0,0.19,Rutland,1740.0,105000.0
2.0,2.0,0.22,North Providence,1435.0,349900.0
1.0,1.0,0.01,Boston,645.0,645000.0
2.0,1.0,0.36,Portsmouth,1143.0,299000.0
2.0,2.0,0.02,North Providence,1050.0,232000.0
3.0,3.0,0.75,Shelton,2412.0,579900.0
4.0,3.0,1.07,Orange,1548.0,495000.0
3.0,2.0,0.22,Windsor,1604.0,284900.0
4.0,2.0,0.24,Manchester,1857.0,165000.0
3.0,2.0,0.35,Farmington,2108.0,399000.0
4.0,3.0,2.23,Goshen,2128.0,484788.0
4.0,3.0,1.03,Monroe,2325.0,679900.0
5.0,5.0,0.1,Providence,2692.0,399900.0
12.0,2.0,0.09,Bridgeport,2226.0,325000.0
6.0,3.0,0.19,Dover,2161.0,475000.0
3.0,2.0,0.1,Providence,1600.0,350000.0
4.0,1.0,0.11,Bridgeport,1202.0,319900.0
4.0,3.0,0.09,Brookline,1942.0,1550000.0
3.0,4.0,0.36,West Hartford,2524.0,516900.0
5.0,3.0,0.26,Woonsocket,1985.0,324900.0
3.0,2.0,0.23,Milford,1040.0,369000.0
7.0,4.0,0.2,Boston,3397.0,999999.0
3.0,5.0,0.43,Mashpee,3090.0,3750000.0
5.0,2.0,0.1,Houlton,2070.0,139900.0
1.0,1.0,0.19,Middlefield,530.0,129900.0
3.0,2.0,0.44,Hillsborough,1764.0,299900.0
4.0,1.0,0.14,West Warwick,1337.0,325000.0
4.0,1.0,0.51,Auburn,1206.0,98000.0
3.0,3.0,0.5,Hudson,3106.0,649900.0
4.0,2.0,0.18,Wellesley,1876.0,850000.0
2.0,1.0,0.4,Wethersfield,1144.0,199900.0
2.0,2.0,0.12,Bridgeport,1296.0,339900.0
3.0,2.0,0.6,New Fairfield,1040.0,385000.0
5.0,4.0,0.03,Boston,3300.0,3995000.0
3.0,1.0,6.9,Skowhegan,1356.0,275000.0
3.0,1.0,0.17,East Hartford,1372.0,155000.0
3.0,2.0,0.18,Burlington,912.0,239000.0
2.0,1.0,0.23,Saint Johnsbury,1162.0,150000.0
4.0,2.0,0.13,Medford,1924.0,895000.0
3.0,3.0,0.52,Farmington,1714.0,492000.0
6.0,2.0,0.09,Ansonia,1559.0,285000.0
3.0,3.0,0.33,East Windsor,1594.0,319900.0
4.0,3.0,0.25,Waterford,1728.0,427000.0
3.0,2.0,0.34,Newport,1714.0,895000.0
3.0,3.0,0.24,Stamford,2584.0,799995.0
3.0,2.0,0.18,Norwalk,1365.0,485000.0
2.0,2.0,0.07,Johnston,988.0,205000.0
4.0,3.0,1.78,Bethany,2374.0,499000.0
3.0,2.0,0.2,Waterbury,1188.0,225000.0
6.0,3.0,0.16,New Britain,2019.0,195000.0
4.0,3.0,0.22,Stratford,1390.0,500000.0
3.0,2.0,0.23,Seabrook,1404.0,349900.0
6.0,3.0,0.06,Lynn,2347.0,798500.0
5.0,8.0,2.25,Weston,5455.0,1549000.0
3.0,2.0,0.2,West Haven,1322.0,359900.0
3.0,3.0,0.07,Milford,2150.0,849000.0
2.0,1.0,0.28,Meriden,816.0,139900.0
4.0,3.0,0.25,Bridgeport,2533.0,400000.0
4.0,3.0,1.08,Shelton,2616.0,549900.0
3.0,3.0,0.7,Stonington,1216.0,405000.0
3.0,3.0,0.18,Dennis,2116.0,825000.0
3.0,2.0,0.15,Waterbury,1363.0,138999.0
3.0,2.0,0.25,West Hartford,1600.0,369000.0
3.0,2.0,0.37,Waterbury,1340.0,319900.0
2.0,1.0,0.42,Lynn,718.0,249900.0
4.0,3.0,3.8,Sunderland,2768.0,459900.0
3.0,2.0,6.1,Middleboro,2200.0,499900.0
5.0,4.0,0.3,Winchester,3129.0,1799000.0
4.0,3.0,0.76,Andover,2486.0,889900.0
5.0,5.0,2.0,Bernardston,4500.0,1125000.0
4.0,3.0,0.24,Darien,2405.0,1499000.0
4.0,3.0,0.35,Canton,2520.0,849900.0
3.0,1.0,0.19,Brockton,1084.0,359900.0
3.0,2.0,0.26,North Attleboro,1202.0,379900.0
6.0,2.0,0.14,New Britain,3312.0,285000.0
6.0,2.0,0.05,Providence,4850.0,270000.0
3.0,2.0,0.09,Pawtucket,1590.0,330000.0
4.0,3.0,0.5,Middletown,2832.0,515000.0
3.0,2.0,2.6,Westfield,960.0,138500.0
3.0,1.0,1.0,Cutler,1152.0,190000.0
4.0,3.0,0.03,Boston,2749.0,2400000.0
2.0,1.0,0.34,Woodbury,1250.0,345000.0
4.0,2.0,0.06,Pittsfield,1872.0,119900.0
4.0,4.0,0.47,Cumberland,2392.0,639900.0
8.0,3.0,0.06,Brockton,2832.0,749500.0
2.0,2.0,0.02,Boston,923.0,589900.0
4.0,4.0,0.71,Norwalk,3386.0,1198000.0
4.0,3.0,1.34,Burlington,3374.0,720000.0
4.0,2.0,0.23,North Stonington,1075.0,265000.0
2.0,2.0,0.24,Pittsfield,1044.0,264999.0
4.0,4.0,0.24,Swampscott,4304.0,1399000.0
3.0,2.0,0.4,Walpole,1527.0,549000.0
5.0,3.0,0.36,Peabody,3500.0,1295000.0
2.0,1.0,0.17,Naugatuck,840.0,199900.0
3.0,2.0,0.19,Naugatuck,1407.0,270000.0
3.0,2.0,0.09,Winchester,1710.0,849000.0
4.0,4.0,1.34,Warwick,4000.0,899900.0
5.0,3.0,0.32,Wells River,2100.0,199000.0
4.0,3.0,2.06,Newtown,2218.0,475000.0
3.0,2.0,0.88,East Windsor,1916.0,459900.0
3.0,1.0,0.15,Waterbury,1120.0,229900.0
6.0,3.0,0.13,East Hartford,2978.0,270000.0
2.0,1.0,0.11,Wallingford,1260.0,145000.0
3.0,2.0,0.14,Waterbury,1061.0,239000.0
3.0,3.0,0.2,Fairfield,2063.0,1175000.0
5.0,4.0,0.3,West Hartford,2817.0,565000.0
2.0,5.0,4.01,Jamestown,3964.0,5500000.0
6.0,3.0,0.21,Norwich,1716.0,299000.0
5.0,2.0,7.1,Chilmark,2455.0,2950000.0
5.0,7.0,1.13,Ridgefield,6605.0,2750000.0
3.0,2.0,0.45,South Windsor,1416.0,299900.0
4.0,2.0,0.23,Stafford,2432.0,299000.0
4.0,4.0,2.77,Newtown,3578.0,832500.0
3.0,2.0,0.58,North Falmouth,1872.0,675000.0
5.0,6.0,0.34,Norwalk,4119.0,2998000.0
3.0,2.0,1.9,Bristol,1538.0,289000.0
4.0,3.0,1.02,Trumbull,2000.0,625000.0
2.0,1.0,0.12,Providence,986.0,259900.0
3.0,3.0,0.34,Westerly,1496.0,450000.0
3.0,3.0,1.84,Haverhill,2941.0,759000.0
4.0,3.0,4.43,Woodbury,3691.0,1250000.0
2.0,3.0,0.11,Weymouth,1260.0,450000.0
3.0,2.0,0.73,Eastham,1872.0,769000.0
5.0,4.0,0.08,Fairfield,3200.0,2449000.0
3.0,2.0,0.28,Meriden,1428.0,289900.0
5.0,5.0,0.05,Boston,4318.0,4950000.0
9.0,9.0,3.0,Westport,10959.0,4600000.0
3.0,4.0,11.1,Essex,2946.0,889700.0
2.0,1.0,0.08,Brookline,890.0,599000.0
6.0,4.0,0.26,Fairfield,4800.0,4500000.0
3.0,2.0,0.84,Glastonbury,1200.0,425000.0
4.0,4.0,0.5,Darien,3208.0,2095000.0
4.0,1.0,0.21,Manchester,1116.0,195000.0
3.0,4.0,2.0,Wolfeboro,3133.0,777000.0
4.0,5.0,0.44,New Milford,2855.0,469900.0
4.0,3.0,0.79,West Hartford,2079.0,359900.0
3.0,4.0,1.0,Stamford,2098.0,615000.0
3.0,3.0,0.65,Wallingford,1400.0,375000.0
3.0,2.0,0.17,Keene,1424.0,325000.0
3.0,2.0,0.16,New Britain,936.0,179900.0
4.0,2.0,0.09,Hartford,1284.0,234900.0
2.0,2.0,0.46,Monroe,812.0,240000.0
5.0,4.0,0.07,Derby,4657.0,289000.0
4.0,3.0,6.83,Newtown,2508.0,649900.0
4.0,3.0,0.8,Coventry,2353.0,414900.0
3.0,2.0,0.76,Windham,1768.0,259900.0
3.0,2.0,0.7,Woodstock,1344.0,349900.0
2.0,2.0,0.03,Narragansett,1388.0,1350000.0
3.0,3.0,0.76,Enfield,2142.0,499900.0
4.0,4.0,1.0,Greenwich,2607.0,1725000.0
4.0,4.0,3.28,Ridgefield,4218.0,1100000.0
4.0,3.0,0.71,North Kingstown,1294.0,559000.0
3.0,1.0,0.16,Nashua,1350.0,330000.0
3.0,3.0,1.04,Hebron,1816.0,364900.0
2.0,2.0,0.6,Van Buren,1590.0,94500.0
3.0,4.0,0.27,Meriden,1664.0,370000.0
4.0,3.0,0.24,Stamford,3221.0,919000.0
7.0,3.0,0.07,Providence,4838.0,455000.0
3.0,2.0,1.61,Woodbridge,2145.0,449000.0
3.0,2.0,0.67,Salisbury,1998.0,359900.0
3.0,1.0,0.18,Vernon,1214.0,186829.0
5.0,5.0,2.11,New Milford,3255.0,839900.0
3.0,2.0,1.0,Northfield,2195.0,410000.0
3.0,2.0,0.13,Pawtucket,1528.0,569000.0
6.0,7.0,0.35,Plymouth,4256.0,700000.0
5.0,4.0,2.33,New Milford,3680.0,705000.0
5.0,4.0,0.28,Riverside,2729.0,1895000.0
2.0,1.0,1.0,Pittsburg,700.0,179000.0
3.0,4.0,0.07,Greenwich,2717.0,1475000.0
4.0,4.0,1.0,North Andover,4500.0,1199000.0
3.0,3.0,2.49,Clinton,1260.0,415000.0
3.0,2.0,0.33,Canton,1324.0,179900.0
3.0,5.0,298.0,New Marlborough,4273.0,15500000.0
2.0,1.0,1.4,Waterford,960.0,279900.0
4.0,4.0,0.47,Farmington,3100.0,675000.0
3.0,1.0,0.23,West Yarmouth,768.0,399000.0
2.0,2.0,0.15,West Haven,1307.0,310000.0
1.0,1.0,0.31,Belchertown,640.0,215000.0
2.0,1.0,0.23,Middlefield,1024.0,225000.0
3.0,3.0,1.0,Marstons Mills,2823.0,964900.0
3.0,2.0,0.38,Waltham,2526.0,829900.0
3.0,2.0,0.79,Plainville,2472.0,650000.0
3.0,2.0,0.17,Winchendon,1320.0,349900.0
2.0,1.0,0.08,Bridgeport,811.0,279900.0
3.0,2.0,1.0,Essex,1248.0,399000.0
4.0,3.0,0.23,Needham,2806.0,1500000.0
